Dimension_0,Dimension_1,Dimension_2,Dimension_3,Dimension_4,Dimension_5,Dimension_6,Dimension_7,Dimension_8,Dimension_9
-0.18828337,0.38954842,-0.18272959,-0.04976137,0.60356754,-0.30142987,0.1955712,-0.40101045,-0.17519055,0.30336803
-0.4310478,0.22559202,0.18798406,-0.12856138,-0.14231181,0.23875591,-0.06786675,0.18779567,0.17317204,0.75121313
0.34088096,-0.0142793,-0.122697145,-0.11647731,-0.4124383,0.12425154,0.06660026,0.4405787,0.044313863,-0.68477875
-0.45985895,-0.22058924,0.21277735,-0.15406434,-0.16900454,0.5407603,-0.094265416,0.15951225,0.17774415,0.5328722
0.37400487,-0.40689507,-0.3393761,0.26666847,-0.3667252,0.011816983,0.016436227,-0.2011559,-0.095321804,-0.569053
0.19938743,-0.4654571,0.15217686,0.1011418,-0.6361876,0.17260891,-0.21215768,0.13203241,0.16002078,-0.4331607
0.4345809,-0.28790656,-0.2744787,0.30530012,-0.43466285,-0.13112499,-0.021217369,-0.15535676,0.013891204,-0.57340914
0.3267665,-0.43466502,-0.24889408,0.2824228,-0.542502,0.08662453,-0.08339084,-0.15632391,-0.0046553854,-0.47890908
-0.36858606,0.36387846,0.082934454,-0.13156688,-0.1899517,0.22862686,-0.06241067,0.108341224,0.05208478,0.7751459
-0.5501113,-0.23764421,0.21736902,-0.2902098,0.47346207,0.34300998,0.13279104,0.16692701,0.14219488,0.31920534
0.16850662,0.26549676,0.2676356,0.23189944,-0.11089071,-0.70456606,-0.21312055,-0.09885712,0.45152068,0.08908734
0.25571734,0.0057700616,0.05713089,0.10946772,-0.81212616,0.03173829,-0.22323467,0.28895804,0.26107305,-0.23933765
-0.35746974,0.52703875,-0.07243437,-0.24129449,0.43763408,0.0072867586,0.262629,0.13981523,-0.07535483,0.495175
0.4627314,0.18293259,-0.1555158,0.1631865,-0.6232143,-0.20369627,-0.07702928,0.1489224,0.17178087,-0.46270072
0.50271565,0.30436715,-0.30853885,0.02544749,-0.35837483,-0.15054692,0.10251699,0.20701206,-0.06364136,-0.5918472
-0.39929122,-0.05870228,0.2930086,-0.2606611,-0.061259814,0.39281848,-0.061238427,0.4088588,0.32023937,0.5017909
-0.33918813,-0.077825405,0.3042974,-0.2461258,-0.17930111,0.41777897,-0.09882119,0.44930354,0.31745318,0.45455015
-0.028160209,-0.36645284,-0.33743256,-0.043891072,0.36131057,0.27736232,0.2396085,-0.33570588,-0.5056042,-0.3404567
0.3336745,-0.24966551,-0.36764282,0.19762437,-0.6165858,0.24046643,-0.06368076,-0.13422851,-0.19559073,-0.39214966
-0.36890388,0.29931056,0.16273743,-0.40646437,0.36833093,0.19808236,0.19055443,0.46093324,0.12374425,0.3789973
0.4325929,0.016010435,-0.46261492,0.26076183,-0.59025866,0.030898714,-0.02993359,-0.16810006,-0.17648864,-0.3477584
-0.40066412,0.38821134,0.018796626,-0.1855778,0.54502195,-0.13851804,0.14465447,-0.10722481,0.050709702,0.5502164
-0.5002854,0.1289431,-0.12299448,-0.115783535,0.057172645,0.44110012,0.07614238,-0.18045764,-0.1995594,0.65462226
-0.41218698,-0.15917124,0.31673837,-0.14357038,-0.15652518,0.35183623,-0.14318463,0.27109843,0.36005595,0.5584849
-0.42260262,0.38046658,-0.031963434,-0.26978254,0.5585622,0.03710854,0.26032868,0.090152234,-0.05278407,0.4591237
-0.40140292,0.17207003,-0.032386445,0.11288157,-0.024045885,0.0666735,-0.09122913,-0.41999754,-0.023484364,0.7779335
-0.053751502,-0.3066726,-0.40932348,0.07025775,0.25369215,0.26451024,0.1620912,-0.5345917,-0.5145439,-0.139422
-0.02899169,-0.11170131,0.5063014,-0.16513847,0.3042523,-0.42250904,-0.06313109,0.38499558,0.435195,-0.30064133
-0.14514782,0.46170667,-0.21781486,-0.2508492,0.616743,-0.11006345,0.29844555,-0.18450297,-0.35944554,0.10291876
-0.040719233,-0.43649632,-0.37186888,0.15793121,0.2269797,0.19743954,0.120323025,-0.575523,-0.42812428,-0.15838945
-0.46798727,0.25600207,0.117744826,-0.32270342,0.30371577,0.27155924,0.17195214,0.31490123,0.09419328,0.54208773
-0.054421015,-0.1833257,0.47328836,0.18968107,-0.07102591,-0.49624804,-0.28307608,-0.05434292,0.59217167,0.1356095
-0.38471964,-0.15384106,0.19647878,0.10682294,-0.28692812,0.19763772,-0.27412525,-0.27384922,0.1752004,0.6899906
-0.21578361,0.42663243,-0.10237565,-0.15899192,0.699217,-0.28498846,0.2723035,-0.15138185,-0.145889,0.21723431
-0.3354453,0.17773597,-0.020064864,-0.3558028,-0.110743545,0.6370235,0.11500713,0.38329554,-0.100254,0.37500936
0.3155167,0.197329,-0.0016678291,-0.02529529,-0.6944194,0.0068074204,-0.12371477,0.45194644,0.24543121,-0.31433424
0.22483176,0.2732653,-0.06933784,0.023324957,-0.8365102,0.11314841,-0.19449507,0.32553914,0.111777514,-0.023976894
-0.4185823,-0.31725463,0.1980272,-0.02322226,0.7202834,-0.1713419,0.11439038,-0.3129469,0.058348462,0.14762303
0.31474447,-0.4180112,0.118719846,0.19865572,-0.49697497,-0.11337297,-0.14599912,0.043754578,0.20112075,-0.5908694
-0.39851418,0.2542268,0.0018241329,0.019698638,-0.0015904659,0.064826004,-0.101746894,-0.32801917,0.029253306,0.8081795
0.18356138,0.056215987,0.15457542,-0.027955042,-0.6613643,0.036454722,-0.17417735,0.5170341,0.39165115,-0.22064814
0.00046609045,0.17855597,0.12544587,0.30087787,0.16118264,-0.70031625,-0.11499147,-0.4478898,0.28408343,0.2256078
-0.381511,0.34942904,0.16559389,-0.40031886,0.28866413,0.21779758,0.1487818,0.4255434,0.09088928,0.44991708
-0.10539138,0.74159974,0.11814995,-0.38628557,0.27859914,-0.16241926,0.08668498,0.25101352,-0.043817356,0.31513008
0.15250225,0.30800408,0.14542271,-0.16721001,0.47368538,-0.5730981,0.15848348,0.27176467,0.14890285,-0.39850387
0.15890448,0.15468317,0.1758639,-0.060313314,0.4802489,-0.64726764,0.1092085,0.1592929,0.15335737,-0.4536993
-0.23332849,0.4326554,0.1933916,-0.27379146,-0.13784,0.13056843,-0.03605323,0.5093065,0.23285058,0.5431802
0.20278057,-0.050230734,0.019532349,-0.19142057,-0.45805424,0.24139984,0.0003543982,0.60083854,0.18154691,-0.5072273
0.0126831755,-0.0369699,0.3822302,-0.18723105,0.383824,-0.4322881,0.039494276,0.41696164,0.4071705,-0.37672085
0.12453894,0.39622927,0.25102916,-0.13000649,0.40470463,-0.65495676,0.03976291,0.23246506,0.21958399,-0.22579384
0.38595286,-0.0597996,-0.05862824,0.19865087,-0.7225672,-0.077879205,-0.16041093,0.11352901,0.20099626,-0.44427073
0.35147074,0.08919812,0.07776074,0.09687452,-0.5777849,-0.22618613,-0.13200353,0.32621458,0.41381386,-0.4159352
-0.40379944,0.008397049,0.17617415,-0.22173539,-0.23430343,0.5176403,-0.06582177,0.29432893,0.1257123,0.57188845
0.30652082,0.15891698,0.029189404,0.058994118,-0.7160002,-0.06989701,-0.16587028,0.37668225,0.34432247,-0.26637524
0.3079565,-0.18101627,-0.030698845,0.19113709,-0.75411963,0.0258298,-0.18196991,0.13172936,0.21269609,-0.41213018
0.36434948,0.51964116,0.0091470545,0.026715448,-0.51758325,-0.32001573,-0.09863391,0.34536052,0.2560559,-0.17763872
-0.09001313,-0.48130664,-0.34735832,0.13673216,0.10798308,0.33656183,0.07717452,-0.54538167,-0.42304787,-0.1165641
0.4277721,-0.15737294,0.063348904,0.048576917,-0.5720812,-0.03910156,-0.121996686,0.18088126,0.04017732,-0.6386319
-0.4787409,0.047395073,-0.0067414553,0.054358352,0.2918088,0.033286735,0.0057673915,-0.4716514,-0.0426576,0.67453104
-0.3284138,-0.55206144,-0.14601545,0.01219308,0.26390275,0.4119319,0.05977658,-0.49311128,-0.27978587,0.03947772
-0.17898178,-0.4255389,-0.21678835,-0.034517854,0.57204336,0.13709322,0.23012485,-0.41336402,-0.35256886,-0.21102956
-0.06780364,0.17352399,0.26146454,0.22251658,-0.3369876,-0.3538146,-0.3313246,-0.15337016,0.44428256,0.52724177
-0.39729834,-0.4808821,0.22987477,0.10552945,0.04937675,0.18922518,-0.20679538,-0.5408392,-0.0024914169,0.41641998
0.0038388208,0.5450635,0.09735969,0.108007096,-0.18907009,-0.43154275,-0.18642747,-0.0071223737,0.39503804,0.5185643
-0.31806752,0.34963918,0.1707924,-0.18420416,-0.20119646,0.20088798,-0.05044576,0.35660344,0.19611526,0.68152505
0.4562246,0.518324,-0.14826709,0.18507457,-0.34588125,-0.51653314,-0.034777384,0.013611389,0.15067215,-0.23754217
0.44952458,-0.037329286,-0.01952167,0.057800483,-0.47961155,-0.13953476,-0.03818639,0.24648082,0.13272342,-0.6807998
-0.30829927,0.4220612,0.056336578,-0.36934578,0.55914545,-0.0131283,0.27266306,0.34395412,0.023024539,0.28500873
-0.2224205,-0.49659076,0.27711317,0.12393112,0.50371236,-0.34246287,-0.035865314,-0.4775746,0.10007804,-0.03727965
-0.17438704,0.35016024,-0.17060164,-0.31411126,0.72711796,-0.08037844,0.34632573,-0.01644572,-0.25228712,0.013570624
0.1876886,-0.541429,0.07142898,0.08694635,-0.56292194,0.22831838,-0.15859786,0.10882483,0.110724054,-0.49061137
0.38523054,-0.23711465,-0.07987966,0.37608328,-0.61571455,-0.20158128,-0.20665154,-0.23864804,0.13821343,-0.33023393
-0.41672614,-0.107915096,0.3311971,-0.14649552,-0.1374394,0.32373747,-0.12752111,0.2848801,0.36114427,0.5761962
0.026167637,0.038105574,0.3707261,0.01531903,0.3839865,-0.66498613,-0.026356826,0.1718289,0.42695814,-0.24088454
0.37414458,-0.3766365,-0.36911088,0.24120864,-0.3767032,0.05789738,0.032753892,-0.17444123,-0.13143341,-0.5741965
-0.4810675,-0.33036995,0.2823527,-0.2861218,0.14960538,0.5123072,-0.008086873,0.24274507,0.21319532,0.32948098
-0.31215394,-0.45476836,-0.015835082,0.20556848,0.094352454,0.12966229,-0.13970664,-0.68769795,-0.0827623,0.35808635
0.17774132,-0.3811051,0.20145188,0.09275146,-0.6101451,0.07552326,-0.20625791,0.25699565,0.34481516,-0.4105042
0.046921205,0.21368346,0.41601625,0.023921326,0.15077536,-0.64745426,-0.13668242,0.22093593,0.5183506,-0.01958713
-0.5289562,-0.46232897,0.14294279,-0.0057099834,0.4117382,0.1932603,0.00028390132,-0.381433,0.03664719,0.36370286
-0.5525373,-0.10456236,0.29931715,-0.2069292,0.45913622,0.11417571,0.07387018,0.13212292,0.2669027,0.48308
-0.34150386,-0.29308876,0.42214915,-0.067869514,-0.2887986,0.3106047,-0.26277852,0.14510699,0.34709737,0.47348994
0.08829679,-0.49070895,0.2523035,-0.055186592,-0.4784227,0.26718634,-0.15385559,0.3430523,0.20783311,-0.447077
0.29621086,-0.015966982,0.118782386,0.03370301,-0.64776886,-0.049480174,-0.15238607,0.39405134,0.3347033,-0.42916426
0.05990546,0.18453903,0.33508226,-0.11196744,0.50100905,-0.66713,0.016405443,0.1404637,0.22867742,-0.2630111
-0.046244312,-0.4277658,-0.24850358,-0.039071605,0.5182121,0.13342428,0.26290748,-0.307042,-0.39226145,-0.38469106
-0.5101512,0.0843014,0.19936861,-0.08426678,0.03257439,0.18204254,-0.07018226,0.035351355,0.23764008,0.7674253
-0.37849137,0.21101186,0.026282713,-0.43715602,0.12130794,0.5493714,0.15699996,0.38229564,-0.09855502,0.35126257
-0.5078976,-0.1884226,0.24394852,-0.04101612,0.0073126145,0.2472012,-0.13800901,-0.043849926,0.31704077,0.6802188
-0.42389944,0.019162571,0.21362014,-0.35453773,0.11954486,0.4491026,0.075193405,0.45589676,0.20560522,0.42054465
-0.23890144,-0.5650913,0.10022432,0.25413808,-0.1789937,0.15449986,-0.25876117,-0.57748014,0.036138847,0.30217737
0.0039201193,0.22948581,0.41762584,-0.07943576,0.20319352,-0.5602514,-0.100984134,0.33730635,0.5360708,-0.0092164315
0.2687645,-0.38227108,-0.12349975,0.30440706,-0.7055066,0.08479825,-0.20714493,-0.14889699,0.09676879,-0.30715585
-0.4045313,-0.34482142,0.12988794,0.16833374,-0.18852861,0.22701186,-0.2399106,-0.37405652,0.1763747,0.59714717
-0.5235432,0.021247605,-0.010948091,-0.16526265,-0.023728723,0.53070784,0.028830027,-0.00525472,-0.053004257,0.6419791
-0.37035504,0.11986634,0.31821942,-0.3354156,0.016465338,0.31295192,-0.021252338,0.47005913,0.26872653,0.49281916
-0.010689127,0.113362275,0.2781894,-0.17763111,0.56288964,-0.52077526,0.112469,0.3074969,0.2932193,-0.311223
-0.29640353,0.39979157,-0.03230515,-0.39984187,0.06518996,0.42943925,0.1829777,0.4571797,-0.07446654,0.39330322
-0.17780133,-0.4808671,-0.13868213,0.24778515,-0.1820583,0.2673146,-0.17685112,-0.6540049,-0.17865852,0.2469886
-0.13639966,-0.5520231,-0.26217693,0.13434191,0.18837926,0.28607133,0.05509188,-0.58035547,-0.35514128,-0.08114534
0.043922216,0.021289028,0.25005597,0.32890797,-0.35080236,-0.4498935,-0.34162146,-0.28873304,0.43920502,0.32934758
-0.31538585,-0.5860383,0.016444184,0.19694123,0.09393177,0.1601879,-0.12303657,-0.6350848,-0.07175606,0.24480952
-0.47596094,-0.31723815,-0.089001864,-0.14313653,0.11869869,0.58833194,0.0054343897,-0.3133381,-0.22386703,0.36859354
0.3634823,0.19673973,-0.1207406,0.16472822,0.29395047,-0.6719712,0.15299286,-0.16994266,0.013760849,-0.44388214
-0.358289,0.22806525,0.18758164,-0.011283656,-0.22857164,0.08955467,-0.17287059,-0.005960506,0.2046592,0.80760795
0.33366537,-0.018995332,0.04529202,0.25328547,-0.7589799,-0.17420304,-0.24901433,0.048850313,0.29348713,-0.25529438
-0.21856165,-0.29034418,-0.33146527,-0.112468176,0.15719122,0.56143403,0.15002924,-0.34742913,-0.50935465,-0.05326813
-0.2248581,-0.24407999,-0.19414027,0.19920032,0.3194088,0.0056740534,0.0074980105,-0.75371903,-0.2688071,0.26463637
-0.31137866,0.41038695,0.03204315,-0.43333846,0.1996035,0.33091283,0.18656865,0.45886603,-0.01726786,0.38834012
-0.38563803,0.16440102,0.07016147,0.11122271,0.3386909,-0.26089856,-0.025219098,-0.4330069,0.11694776,0.6499041
-0.3866883,-0.0977339,0.14565758,-0.044261362,-0.37860355,0.44523665,-0.16968898,0.08206004,0.1468663,0.64735675
0.43755132,0.3810632,-0.2804548,-0.06769859,-0.4924188,0.0056625195,0.054303885,0.3328131,-0.059676997,-0.46938094
-0.3840933,0.45516732,-0.06828781,-0.2502904,0.023623738,0.32739145,0.118104495,0.14569387,-0.13697578,0.6452174
-0.47890833,-0.03840993,0.30242273,-0.23589514,0.049991004,0.34427163,-0.030667411,0.3060394,0.2853206,0.57011825
-0.16665937,-0.53541034,-0.19389302,0.18687624,-0.04725628,0.33408338,-0.086088434,-0.6290056,-0.29274803,0.102164775
-0.008341418,-0.53365165,-0.117453784,0.3339231,0.19867685,-0.14643028,-0.03886952,-0.7061117,-0.15247849,-0.07468268
0.36136556,0.5505999,-0.191408,-0.21585757,-0.24765211,-0.056537665,0.1353986,0.47618198,-0.043877885,-0.41411066
0.01694522,0.005503499,0.2720949,0.32941878,-0.11378729,-0.5833345,-0.27864078,-0.34025836,0.439149,0.278631
0.18601978,0.28499392,0.021678738,0.19720294,-0.79300964,-0.13884255,-0.26755556,0.14644301,0.28293353,0.1535955
0.124066345,0.3850579,0.2962397,-0.019559493,0.15443921,-0.65886235,-0.06281625,0.28162837,0.44664234,-0.086583205
0.13344032,-0.0317427,0.017100776,-0.12121164,-0.6715605,0.32318845,-0.110152304,0.5459995,0.18069075,-0.26049745
-0.4076006,-0.2584051,0.20151082,-0.04800688,0.75412756,-0.20225523,0.1321381,-0.26799303,0.0813644,0.13660458
0.19163345,0.48543057,0.20823392,0.13759027,-0.18936469,-0.63341796,-0.19144842,0.03904591,0.40504402,0.16132614
-0.39750123,0.27719778,0.050180864,-0.3334763,0.6781775,-0.0019304161,0.27576315,0.1702692,-0.010503675,0.29386017
-0.39643905,-0.51592445,0.2981724,-0.06285736,0.6379302,-0.06853206,0.057632226,-0.25007537,0.076064974,0.022437947
-0.17122224,-0.38115764,0.123625465,-0.18242341,0.7334189,-0.09783029,0.24699484,-0.07044098,-0.105744846,-0.39014873
-0.43188152,0.20838138,0.038530603,-0.3555992,0.0721963,0.5242896,0.13045518,0.31247818,-0.047465723,0.49508995
-0.27978238,0.51031685,0.031215122,-0.12860425,-0.19324444,0.12960729,-0.012003183,0.2029395,0.06284554,0.7378113
-0.51219314,-0.5006633,0.14646105,-0.16191207,0.41729537,0.3830844,0.044368517,-0.25940016,-0.08418629,0.20516978
-0.48307204,-0.025692776,0.2696783,0.03197785,0.23458683,-0.10340437,-0.09144496,-0.15111846,0.35376918,0.68568015
-0.43841723,0.25089428,0.05787824,0.021697436,0.35866037,-0.16974826,0.035106782,-0.27360284,0.12511855,0.7013018
0.26155457,0.27503267,-0.1643913,-0.16779444,-0.5934204,0.22587778,0.002831338,0.53610647,0.02896252,-0.3306677
-0.44831318,0.15598238,-0.18189125,-0.15581775,0.55883867,0.13784267,0.23276444,-0.28556496,-0.23019664,0.44418782
0.35701033,0.23710443,-0.008198922,0.24585877,-0.7025308,-0.30509412,-0.2138033,0.07125773,0.30823144,-0.1529156
-0.36157525,0.10776715,0.18564041,-0.2449276,-0.23321483,0.45229736,-0.04666023,0.40411952,0.1561699,0.56067526
-0.43904695,-0.5252493,0.016860478,-0.06470481,0.5526225,0.22946423,0.13245448,-0.3616235,-0.12757768,0.065135844
-0.3555757,0.48264295,-0.19226521,-0.112726115,0.07641335,0.19093359,0.11414315,-0.107194096,-0.16569078,0.7047562
-0.057167407,-0.1338681,0.4701117,0.060867075,0.29218292,-0.5974202,-0.11772963,0.09180133,0.5260612,-0.11309936
0.24278887,0.35170233,0.10609884,0.03291444,0.34534007,-0.74773264,0.06888465,0.016609756,0.15075667,-0.31449342
0.37156987,-0.18644665,-0.49077088,0.25386506,-0.46006614,0.13024439,0.021403389,-0.23881169,-0.26597065,-0.4062215
0.016435906,-0.02131002,0.44200373,0.19440936,-0.13427342,-0.55640435,-0.2908948,-0.039734557,0.5741127,0.15064642
-0.37439114,-0.12401002,0.36463764,-0.0729721,-0.24975085,0.24049161,-0.23070434,0.17075866,0.37003374,0.60551435
0.34495696,-0.22729753,-0.3260495,0.3265217,-0.6687943,0.07272359,-0.12474166,-0.21578033,-0.063017786,-0.31264755
0.20581295,-0.17437759,0.028579101,-0.21792668,-0.39241448,0.3110975,0.018552588,0.52281487,0.036958467,-0.5942293
-0.157575,-0.32176718,-0.35987127,0.118430376,-0.09268955,0.43750316,-0.017126692,-0.5747014,-0.41653767,0.15499645
-0.13340202,-0.35625258,-0.2607729,0.27603543,-0.21986033,0.25693423,-0.15301836,-0.6644937,-0.22598389,0.28407913
-0.49514368,0.27631024,0.07957084,-0.24870327,0.50720143,0.06118427,0.172619,0.05565659,0.04448164,0.56074077
0.4492672,0.24177383,-0.17153916,0.0016102726,-0.4763869,-0.12467293,0.028914127,0.3409165,0.12918094,-0.5779623
-0.44711134,-0.49811408,0.39817882,-0.29842523,0.38664794,0.3272923,-0.0014958739,0.13654646,0.15362298,0.07419898
0.092177354,0.28322327,0.4058824,-0.055152673,0.097528696,-0.58253646,-0.11831211,0.3664105,0.48285657,-0.11506497
-0.46821517,0.14273563,-0.020621141,-0.3065431,0.664898,0.14240743,0.2752391,0.017663047,-0.104341045,0.341588
0.14444014,0.2696906,0.2918623,-0.029852463,0.25749174,-0.6790902,-0.00984374,0.27314883,0.38892838,-0.25863364
-0.31552738,-0.5915425,0.09586496,0.21759494,-0.10822065,0.21605939,-0.21514915,-0.53937626,0.039651383,0.31112817
-0.15026164,-0.59747463,-0.24607353,0.11600962,0.13455836,0.35496998,0.051052798,-0.5148544,-0.34819585,-0.11577381
0.15270728,-0.3531904,0.15999854,-0.19818576,-0.31761622,0.29769492,-0.014171752,0.4674658,0.06348474,-0.61221087
-0.06713944,-0.6199104,-0.011577776,0.37477338,-0.062342145,-0.051196918,-0.17660646,-0.6553089,0.0052625947,0.058815047
-0.2999206,-0.5576947,0.32319412,0.13148166,0.4568362,-0.24200784,-0.0633343,-0.37540254,0.24608731,0.06721697
-0.07797893,-0.569672,-0.2590074,0.13943906,0.22814484,0.22837052,0.087738276,-0.5442856,-0.36989146,-0.19467217
-0.5098281,-0.0998031,-0.03335233,-0.3196443,0.54437506,0.38882026,0.18796074,-0.110622264,-0.19680764,0.3049668
-0.26979506,-0.11474237,-0.1722302,0.019711273,0.6846008,-0.082641356,0.22214656,-0.5188624,-0.28864527,0.081251144
0.24682839,-0.18610862,0.003018245,0.18297252,-0.8200324,0.099254616,-0.23524676,0.13077018,0.20220616,-0.27444023
-0.38335252,-0.108577035,-0.026662467,0.11380726,0.58780205,-0.20307513,0.09004241,-0.5393118,-0.00016764645,0.37666047
-0.2168983,-0.26184067,-0.013225129,0.31215733,0.13172275,-0.17484118,-0.15614066,-0.739703,0.022271346,0.40843707
-0.5255447,-0.3925129,0.046433836,-0.18466675,0.51267606,0.35825086,0.11773994,-0.23967202,-0.0904138,0.25063533
-0.34661156,0.25061288,0.01151457,-0.38454434,0.6958318,0.068024755,0.31766176,0.21762347,-0.07951435,0.1601431
0.2796128,-0.39689794,0.15204908,0.21287288,-0.6392266,-0.047192145,-0.24198501,0.0067021744,0.22102782,-0.42138135
