Dimension_0,Dimension_1,Dimension_2,Dimension_3,Dimension_4,Dimension_5,Dimension_6,Dimension_7,Dimension_8,Dimension_9
-0.09519825,-0.45811582,-0.32951665,0.05704631,0.2897149,0.28650916,0.15427265,-0.4909721,-0.4482837,-0.19338454
-0.33286506,0.33151448,0.23648386,-0.26557606,-0.0072448077,0.15798192,0.008145113,0.4678854,0.26778486,0.5806387
-0.4735697,-0.6023879,0.27879152,0.008107814,0.36100537,0.12252383,-0.065496124,-0.31380984,0.16236648,0.24617824
-0.20703763,-0.4361613,0.0017993997,0.26501462,0.36767948,-0.18704067,-0.038773604,-0.70452315,-0.049169894,0.16191472
-0.19148996,0.5002462,-0.12475872,-0.31772897,0.60902447,-0.087907664,0.25925103,-0.10676341,-0.31943092,0.19309217
-0.41167966,-0.09635304,0.24869789,-0.4132007,0.37189648,0.35793847,0.12028852,0.45660403,0.22319175,0.2223792
-0.11446482,-0.38570258,0.13893782,-0.01943497,-0.6269715,0.42734152,-0.22685228,0.32171533,0.29346818,0.040615723
-0.33660483,-0.13709709,-0.07362742,-0.37806928,0.6877366,0.30280015,0.31120774,0.041647065,-0.22208703,-0.083468854
-0.07911386,-0.1700452,0.36621886,0.21574762,0.29686776,-0.651114,-0.12684669,-0.21028502,0.45945165,0.026012348
0.38335693,-0.2506827,0.043383576,0.16897762,-0.509485,-0.15054458,-0.10817679,0.12786089,0.24741155,-0.6231038
-0.42279723,-0.5771967,0.14119284,0.09088468,0.0010809633,0.31742305,-0.17901322,-0.4067514,0.10848119,0.38713273
0.28539684,-0.36239794,0.19505996,0.17342517,-0.4913039,-0.17188333,-0.17751078,0.120011695,0.3659071,-0.51804185
0.10202254,-0.070244014,0.35882446,-0.031066202,0.40178567,-0.6369603,0.013970413,0.11091757,0.27571058,-0.4463996
-0.5187005,-0.43851876,0.14819257,0.028694335,0.3149879,0.21575974,-0.039117377,-0.46003616,-0.026191305,0.39528146
0.4185842,-0.35477105,-0.09412981,0.29171357,-0.36131188,-0.2482701,-0.04883734,-0.12639982,0.115402244,-0.617336
-0.3759642,0.26084968,0.01887222,0.04769669,-0.0839792,0.065055564,-0.12497741,-0.3270565,0.0031413308,0.8087628
-0.4781318,0.15396571,0.16751754,-0.23974307,0.0018430449,0.37539488,0.013928716,0.2461722,0.1277679,0.66640955
-0.120568596,0.17548692,0.3504632,-0.01936548,0.47507447,-0.62998056,-0.026983274,0.08229086,0.4400918,0.087842025
0.2710775,-0.07001032,0.05557305,0.12474273,-0.8353461,0.057166744,-0.24356766,0.19092736,0.19193368,-0.26320726
0.2840453,-0.11498903,-0.04937135,0.117588,-0.8296264,0.15022679,-0.20262867,0.16270417,0.10054617,-0.31834367
-0.39910802,-0.025724342,0.38481554,-0.039633702,-0.19596502,0.1407351,-0.23016031,0.044607945,0.313759,0.6919394
-0.28815708,0.29480055,-0.020410057,-0.10536086,0.7247114,-0.3139898,0.22355846,-0.25281045,-0.09813541,0.26687533
-0.33000192,0.3514114,-0.030688666,0.10245595,0.20720059,-0.21924949,-0.019376522,-0.39524972,0.045217652,0.7117056
-0.132613,-0.7939608,0.028790085,0.2121007,0.07692908,0.10212087,-0.098837204,-0.5145262,-0.03983658,-0.117408335
-0.054363344,-0.14980559,0.52207255,0.113162845,0.12554394,-0.5459234,-0.2149481,0.09499824,0.5650345,-0.03085945
-0.40363467,0.36357996,-0.017365716,-0.3446639,0.56926805,0.11269154,0.27733693,0.13011904,-0.12611817,0.37319672
-0.47952557,0.14519802,0.28644693,-0.21298942,0.25691918,0.074310206,0.015205729,0.22637317,0.29832724,0.6399622
-0.4500782,0.3663862,0.0948724,-0.23303097,0.26029104,0.12056863,0.11730452,0.20039675,0.13253488,0.6679174
-0.38378477,0.29536647,0.16347651,0.07567033,0.10135061,-0.19311431,-0.07203631,-0.14590532,0.25519657,0.7706162
-0.054705586,0.02983297,0.37248132,-0.12736294,0.5085811,-0.5385293,0.034275673,0.27832243,0.39958367,-0.23276518
-0.23116495,-0.72676784,0.039832924,0.2265736,0.12992693,0.118417,-0.09492733,-0.5683935,-0.036234688,0.03391293
-0.35848996,0.26283616,-0.28701264,-0.11417069,0.4259373,0.15983754,0.21107788,-0.36660826,-0.34720924,0.44778404
0.36854604,-0.365227,-0.24297829,0.36247122,-0.52102256,-0.0796864,-0.10762505,-0.26416364,0.036988437,-0.42404133
0.4625155,-0.14969528,-0.44914123,0.2395506,-0.33825952,-0.064927734,0.078134,-0.16538964,-0.18295585,-0.56479335
-0.36875793,-0.01407898,0.25732952,-0.17411126,-0.30534405,0.42114952,-0.1436183,0.3003575,0.21581364,0.582467
0.1047786,-0.45420706,-0.167154,0.43454468,0.064503886,-0.29473835,-0.0730703,-0.6759081,-0.021771234,-0.11068698
-0.36740497,0.3580744,-0.07833406,-0.030917069,0.5232561,-0.21151313,0.15179993,-0.2894345,-0.021809183,0.55125153
-0.43940574,-0.3870311,0.3880943,-0.004092165,0.35882875,-0.06621954,-0.15231344,-0.42065698,0.15375398,0.38673064
-0.38343796,-0.14571139,-0.06467568,0.10696783,0.4731949,-0.07544826,0.043705404,-0.63068235,-0.12326652,0.41430387
-0.5415697,0.09017992,0.04213587,-0.13678467,0.5036554,0.07509599,0.13081847,-0.1613589,0.052943002,0.61059237
-0.4382711,-0.30745998,0.36809456,-0.0834961,-0.13917531,0.3405563,-0.19795793,0.089431874,0.32901326,0.52928066
-0.3947436,0.3635449,-0.030868554,-0.3688021,0.499447,0.21384518,0.3033494,0.22159588,-0.14985622,0.3410061
-0.3227757,0.12394267,0.22828548,-0.44646257,0.15874816,0.39610457,0.09745793,0.5818807,0.15729004,0.27219084
-0.36699063,0.38639253,-0.04351635,-0.34954724,0.6066916,0.048287407,0.25516394,0.055350572,-0.093955114,0.3801784
0.26270428,-0.17536122,0.17037603,0.15094656,-0.7536989,-0.014850786,-0.26638955,0.18873087,0.28499246,-0.3038685
0.44645047,-0.28020245,-0.20346393,0.29372,-0.354082,-0.23647797,-0.004547879,-0.11898771,0.075883456,-0.62710977
-0.40021184,-0.12789448,0.2692894,-0.11827104,-0.27458352,0.40347275,-0.17084219,0.20838264,0.2710412,0.5938927
-0.48518857,-0.41387886,-0.055924416,-0.022642951,0.2676737,0.40232763,0.018632524,-0.46380505,-0.17288439,0.33284822
0.14132099,0.12724525,-0.33951718,-0.3405353,-0.078402884,0.49583003,0.23321056,0.25960815,-0.4523407,-0.39269656
0.31906983,-0.43959028,-0.21477678,0.3644573,-0.53146356,-0.020817665,-0.12272484,-0.26176405,0.048150435,-0.39649642
-0.419145,0.33438858,-0.096328154,-0.048633486,-0.025650075,0.21358939,0.0033717374,-0.16998957,-0.078214444,0.7871174
-0.52230996,-0.41801506,0.34596184,-0.19119613,0.17303953,0.37245193,-0.11016056,-0.012405921,0.21407324,0.41161928
0.24122438,0.24855699,-0.020494664,0.052395184,-0.81793267,0.04664061,-0.19619434,0.35772547,0.18392815,-0.07339228
-0.50438744,0.15524639,0.032172307,-0.013711267,0.06415234,0.18000935,-0.013283181,-0.18409713,0.057833757,0.80395085
0.19697171,0.18603502,-0.19163948,-0.08895229,-0.7315726,0.3198564,-0.06874082,0.44997728,-0.010287281,-0.19271095
-0.2284929,0.37525323,-0.27164122,-0.16128185,0.62700576,-0.067601986,0.30035537,-0.25664625,-0.31791806,0.22872812
-0.49716306,0.13123597,-0.02421107,-0.025482884,-0.0077113966,0.2908642,-0.027160292,-0.23718292,-0.059996925,0.7675389
0.30628094,0.25360292,-0.09737261,-0.26576,-0.3214644,0.13296978,0.10042801,0.5814867,0.003015683,-0.54085666
-0.14834057,-0.46192592,0.12241426,0.2348465,0.4382109,-0.31745225,-0.03244241,-0.63267666,-0.016703235,0.00809342
-0.47755188,0.08262496,0.18064347,-0.26460683,0.027430197,0.4088735,0.018425373,0.3009122,0.17478672,0.6108195
-0.35006833,-0.4007931,0.09745755,0.094726816,-0.29021,0.3914919,-0.2613185,-0.39805117,0.020831792,0.4834169
-0.078348465,-0.097665966,-0.28725013,0.13614948,0.6033128,-0.20433173,0.21163842,-0.5851489,-0.29992518,-0.01976196
-0.3968629,-0.1350824,0.36406973,-0.061389327,-0.19750667,0.23033892,-0.20817669,0.1406029,0.37986362,0.62327296
-0.13330849,-0.6537055,0.051220004,0.33023053,-0.17220871,0.07105753,-0.23415346,-0.5783434,0.038042083,0.1332709
-0.3432256,0.5425033,0.081997044,-0.2359766,0.16299303,0.031053863,0.081331916,0.19165356,0.0601028,0.6715567
0.30105036,0.293556,0.014095329,0.14441524,0.26779062,-0.764988,0.069950044,-0.1375027,0.14093736,-0.31868026
-0.46433374,-0.2996239,0.251469,-0.12108909,-0.13148633,0.4756022,-0.13634229,0.111168794,0.25338432,0.5273356
0.314317,0.3269467,-0.15785794,-0.22587912,-0.38808733,0.13827147,0.09321222,0.55582845,-0.021872427,-0.48013252
-0.52715385,-0.017578412,0.24009292,-0.109368965,0.4579049,-0.04925127,-0.013579966,-0.23602365,0.15730336,0.5995458
-0.44083145,0.1457024,0.16054206,-0.3736889,0.38406232,0.25629064,0.17247131,0.4267167,0.18336219,0.4004716
-0.42718357,0.2369806,-0.089040615,0.008715784,0.45782602,-0.09036221,0.13421188,-0.40134764,-0.12578017,0.5836667
-0.45750296,-0.45977965,0.3963268,0.0013905064,0.045021895,0.18476355,-0.21535242,-0.17987593,0.29516286,0.46925384
-0.36582997,0.54939526,-0.08205655,-0.20195097,0.33791026,0.01956679,0.19859779,0.06636021,-0.061565373,0.5954951
0.086094424,0.25207958,0.37433687,0.06733807,0.14141703,-0.71959347,-0.13914229,0.08437307,0.46906555,-0.008106962
0.22649272,-0.62721866,-0.042038333,0.23540184,-0.47457287,0.12799834,-0.14090763,-0.1587156,0.03835522,-0.45825413
-0.5545255,-0.06540808,0.1722274,-0.030260155,0.3265648,0.050535616,-0.03034226,-0.259934,0.14380181,0.6777032
0.17825909,0.21734415,0.32329756,0.19548292,-0.008592735,-0.7516064,-0.20301156,-0.09477147,0.4035492,-0.014730096
-0.32239756,0.31133363,0.07595932,-0.29088965,-0.19237371,0.43034726,0.03354271,0.41270998,0.022734942,0.5608622
-0.40729287,0.3853605,-0.08000033,-0.35382414,0.21995294,0.38245493,0.19373791,0.21237022,-0.13980474,0.5071353
0.32333612,-0.26132905,0.10875124,0.043686315,-0.4223266,-0.08768147,-0.056157086,0.30538544,0.26308954,-0.6795203
-0.52685827,0.24085705,0.010239095,-0.24183513,0.3348237,0.27129447,0.16274962,0.018915236,-0.072305836,0.62292707
0.210375,-0.040248718,0.044347864,0.12613574,-0.8271938,0.07285309,-0.23242041,0.27336502,0.28818157,-0.18679368
0.45008174,0.19505723,0.026446607,0.27019727,-0.43902037,-0.5239869,-0.13799915,-0.03361413,0.2672851,-0.3560295
-0.08058992,-0.56144786,-0.0010237875,0.34415957,-0.110848576,-0.018011454,-0.21199863,-0.6943435,-0.098130345,0.102649346
0.39548516,0.5959138,-0.16232122,0.15402901,-0.50313234,-0.38236845,-0.07825001,0.084437214,0.13399658,-0.08859752
0.43876064,-0.003780631,-0.06582132,0.12940626,-0.63308233,-0.106441915,-0.10153751,0.18630473,0.16395563,-0.549884
-0.45966634,0.3827662,-0.07229027,-0.17511499,0.3575436,0.10641132,0.16704112,-0.064022526,-0.07367989,0.6555262
0.21517427,0.050925534,0.052176982,-0.15433507,-0.56448054,0.18643631,-0.06033018,0.59925854,0.21991248,-0.40007013
-0.56669796,-0.24967709,0.13220786,-0.103526205,0.06252004,0.45971364,-0.05980784,-0.1673714,0.025936618,0.5837893
-0.56694573,0.014043492,0.07638616,-0.09201003,0.28830138,0.18606852,0.01869794,-0.18239753,0.101017244,0.70888114
-0.36524084,0.16130975,0.10080867,-0.05300468,-0.33852845,0.30297917,-0.12878586,0.11288473,0.13277887,0.7577924
0.23497169,-0.36754745,0.09390671,-0.072870426,-0.44434267,0.19951658,-0.05229036,0.3580077,0.10291283,-0.64562094
0.11672996,-0.29125836,0.13120717,-0.060745757,-0.65286547,0.32849437,-0.15934457,0.41156456,0.17282039,-0.34907374
0.040287774,-0.09757407,0.41368994,-0.03790303,0.36816624,-0.60180223,-0.022210913,0.18720457,0.3931217,-0.35844746
-0.105375774,-0.07384591,0.5267648,0.07295585,0.058073737,-0.49092993,-0.26166058,0.05307599,0.59187096,0.18617143
0.24528506,-0.18229009,0.21807143,-0.014512293,-0.4957924,-0.032032445,-0.12079136,0.43055865,0.352816,-0.53623974
0.1442313,-0.30753866,0.16924858,-0.042856842,-0.5539926,0.19839248,-0.12989151,0.4493366,0.29909247,-0.446807
0.45434448,0.0716475,-0.22743249,0.27923465,-0.6745687,-0.18210743,-0.12814082,-0.054805655,0.12096957,-0.3694276
-0.1016972,-0.49101803,-0.25327924,-0.026892072,0.42783323,0.25009346,0.21317229,-0.36396185,-0.40785277,-0.3063377
-0.3909168,0.2749176,0.059774395,-0.029443575,0.5123256,-0.26765764,0.07006998,-0.33244136,0.040989395,0.5620847
-0.47639343,-0.051006895,0.3411609,-0.2596338,0.1256691,0.2841091,-0.041568078,0.29806104,0.31672072,0.54704297
-0.1307731,0.14527525,0.45416233,0.01921931,0.0676342,-0.4662474,-0.21951903,0.15281649,0.59781003,0.32292584
-0.39464557,0.06578731,0.32166663,-0.367662,0.20283544,0.2655079,0.034058295,0.47711107,0.30000976,0.41333348
-0.42102844,0.42557308,0.08040616,-0.20046662,0.10685414,0.14124475,0.06625057,0.16603503,0.072027065,0.7255744
0.21408838,0.15816985,0.008800225,0.080806635,-0.83373,0.058834556,-0.22128975,0.33898842,0.23634276,-0.06506807
0.10705034,-0.28407362,0.21973349,0.057361748,-0.74691886,0.18709287,-0.27538118,0.27493477,0.28394377,-0.17700177
-0.57027954,0.0652801,0.1433114,-0.14154907,0.3812149,0.12984586,0.07417691,-0.08087586,0.114085935,0.6653586
-0.48078975,0.0058013937,0.308668,-0.36953387,0.44194514,0.21690379,0.116229095,0.33978698,0.18397331,0.36304685
-0.39015144,0.17869264,0.23730868,-0.4100176,0.27776182,0.28384787,0.121023126,0.48961267,0.18429194,0.38127285
0.45918277,0.017493382,-0.18435112,0.26884642,-0.66315126,-0.1689109,-0.12149333,-0.03098249,0.10355586,-0.4334011
-0.27226898,0.45617208,0.21239983,-0.31663913,0.14848395,0.016746782,0.051364943,0.47693944,0.2627515,0.5009259
0.3274712,0.025528612,0.016460948,-0.05773519,-0.53793114,0.031494517,-0.041416526,0.47585034,0.2138421,-0.5694449
-0.23987593,-0.4709957,0.11274675,0.2854948,0.02156665,-0.09960502,-0.22123516,-0.651481,0.145595,0.3484923
-0.45958784,0.116960436,0.07441192,-0.28536013,-0.030582674,0.5371635,0.06672452,0.28134093,0.017308543,0.5610235
-0.46864927,0.15745132,0.3112895,-0.24876961,0.392166,0.012294439,0.071190126,0.26102751,0.28711194,0.5359174
0.37906966,-0.08708426,-0.4421061,0.26128817,-0.6291459,0.12114464,-0.0560349,-0.17867982,-0.18151787,-0.32630932
-0.40029848,-0.05310391,0.34085348,0.07801406,-0.23210353,0.083645314,-0.24611397,-0.12036337,0.24989256,0.71853995
-0.3921518,-0.08888961,0.16738701,0.039692264,-0.32649258,0.28874874,-0.24687952,-0.17483997,0.13526885,0.71339494
-0.20948319,0.39560324,0.10533844,-0.36727566,-0.09506248,0.32455286,0.089111686,0.6128344,0.08092369,0.38626456
-0.4177984,0.40835667,0.006177205,-0.07001719,0.3148036,-0.092212625,0.085546724,-0.09591607,0.111986995,0.71908617
0.12648824,-0.14460123,0.13389015,-0.106596775,-0.67679226,0.3109237,-0.16216381,0.49207577,0.17658113,-0.28189307
0.19195746,-0.30801836,0.13941367,0.007841637,-0.59355426,0.13276123,-0.14993902,0.37665585,0.3262696,-0.4561183
-0.5080107,-0.066534616,0.10506503,-0.123672046,-0.1127732,0.48265275,-0.049229,0.06655065,0.1080626,0.6685531
-0.42858633,0.28406003,0.04327503,-0.071244866,0.05207904,0.14621718,-0.051608212,-0.3141805,-0.13420835,0.7649828
-0.33324295,0.32014874,0.29109228,-0.32796356,0.32391492,-0.021119528,0.069934785,0.44399977,0.31348953,0.43415424
0.27182072,-0.3155672,0.16821994,0.15620889,-0.5054514,-0.1518224,-0.15347603,0.19700292,0.40337634,-0.51982975
0.27614975,-0.49003145,-0.3124687,0.26551685,-0.49444315,0.18457069,-0.06163752,-0.20605059,-0.072317265,-0.4306372
-0.39312607,0.44701892,-0.15608071,-0.14650278,0.115337394,0.21557733,0.09993908,-0.10712874,-0.16263752,0.7015055
-0.50143737,-0.022763085,0.1424051,-0.33703396,0.20133294,0.5117331,0.12165442,0.2981588,0.08213399,0.44868818
-0.42204046,-0.22217269,-0.027669586,0.013049754,0.6659149,-0.05136249,0.14826493,-0.4764895,-0.08970929,0.2615949
-0.46370894,-0.44691232,0.2698471,0.10624459,0.18898222,0.04218305,-0.16544323,-0.3807396,0.23840357,0.48422524
-0.44274133,0.083191074,0.077570334,-0.42767766,0.4327039,0.3880755,0.22006534,0.36380655,0.027838329,0.2978922
0.13651206,-0.4226453,0.1764543,-0.11171775,-0.40713936,0.24851173,-0.07246434,0.41688895,0.19234158,-0.5617429
0.034209833,-0.12467448,0.45003927,0.16815658,0.06694157,-0.63518274,-0.18862239,0.009389749,0.5455772,-0.10589866
0.1416615,0.17732927,-0.38170207,-0.31694877,-0.10310481,0.4926734,0.23095483,0.2341559,-0.46920156,-0.34735626
-0.19004586,-0.7252244,0.18237156,0.23158696,0.17147304,-0.052244283,-0.124474175,-0.5500888,0.018749164,-0.021554561
0.009175242,-0.012167456,0.2708386,0.2869895,0.17664385,-0.7178893,-0.1481979,-0.28474155,0.43267947,0.08503571
0.401498,-0.3202263,-0.35784286,0.35048667,-0.3940305,-0.0908714,-0.019449512,-0.31439507,-0.105853945,-0.45980087
-0.27206275,0.6166136,-0.16023816,-0.20187692,0.29646954,-0.0123950215,0.1340368,-0.12214716,-0.14096199,0.5818377
0.24360985,-0.2027533,0.1001004,0.16958708,-0.7891066,0.033387315,-0.26154304,0.14720295,0.27427697,-0.26769367
0.38323826,-0.39101887,-0.35294402,0.28480348,-0.3082991,-0.033827845,0.04099072,-0.23956874,-0.13028584,-0.5677232
-0.06422086,-0.21620704,-0.46838805,-0.0076302486,0.22810996,0.35606757,0.19769312,-0.4333973,-0.55451745,-0.12829965
0.059532784,-0.23850477,0.47682926,0.20456943,0.08328132,-0.62328786,-0.22592516,-0.10516221,0.4234765,-0.18302825
0.10721289,0.12596743,0.28731593,0.25540012,-0.021289155,-0.7207297,-0.22571343,-0.24541192,0.42397535,0.11842649
0.032023318,-0.1458188,0.32391116,0.3413848,-0.09015788,-0.5934313,-0.276411,-0.34409195,0.42818975,0.13345918
-0.0824808,-0.08762313,0.51191926,0.055960327,0.14678234,-0.5311116,-0.18803373,0.15233672,0.5977465,0.028939636
-0.10697648,0.26352444,-0.26488033,0.008891674,0.6124517,-0.2840234,0.2226552,-0.49113178,-0.28892922,0.1372507
0.43410367,0.23434523,-0.08961332,-0.032335795,-0.4072988,-0.16867496,0.0357279,0.39779687,0.1626053,-0.60601753
-0.4270942,-0.027902868,0.073046446,-0.32038257,-0.046968333,0.65575945,0.0658733,0.3127287,0.020810323,0.4171727
-0.1788577,-0.7208496,0.11923547,0.27483794,0.09747156,-0.033079606,-0.14627466,-0.5661402,0.07379286,0.026105398
0.39190862,-0.35856548,-0.3486986,0.32344878,-0.258284,-0.13011394,0.048155572,-0.2899661,-0.122789256,-0.55363524
0.05043308,0.4898673,0.27621913,-5.8344853e-05,0.08864244,-0.616136,-0.12088236,0.1581428,0.4549224,0.21709979
-0.43131256,-0.5803013,0.114804484,0.0025570244,0.45485285,0.16316514,0.019725868,-0.45017874,-0.03412876,0.16218619
-0.5643556,0.08084427,0.14335868,-0.17159566,0.39231083,0.13215065,0.08602651,-0.0012562736,0.14240839,0.65262264
0.030786967,0.27122563,0.5062894,-0.16192421,0.032260884,-0.44035253,-0.19542499,0.42883155,0.47501323,0.01625528
0.0911257,-0.20091677,0.1318991,-0.05317457,-0.69673914,0.29813907,-0.19285403,0.45217574,0.2635898,-0.21362603
-0.42171085,0.20277302,0.124350786,0.06165853,-0.02634405,-0.00829583,-0.11841881,-0.20272574,0.17363384,0.82203764
0.1269029,0.4991309,0.2877533,-0.08131921,0.11506653,-0.62399024,-0.07533761,0.28432256,0.3952324,-0.004613392
-0.3014799,0.59829783,0.028357415,-0.32177895,0.4225258,-0.052159954,0.171435,0.11357482,-0.06819816,0.46756262
-0.374955,0.30579197,0.22171281,-0.30196863,0.048617564,0.22093548,0.02524603,0.40969506,0.21208644,0.6007613
-0.5382374,0.07023805,0.055872917,-0.047850784,0.06940303,0.26516765,-0.0110221915,-0.15526026,0.048627123,0.7734553
0.39709544,0.21886094,-0.07305566,0.08405564,-0.6826329,-0.11879097,-0.10826125,0.3001954,0.21875359,-0.39015728
0.29338738,0.065839425,-0.07848739,-0.01827003,-0.76567376,0.19838928,-0.12375822,0.3680868,0.049466945,-0.35246173
0.19676512,-0.23683003,0.1439161,-0.2136628,-0.31748617,0.19979295,0.0057671196,0.5217254,0.13465102,-0.63855696
0.15791373,-0.0031991946,0.04099027,-0.2954906,-0.43630764,0.37038192,0.0008199006,0.6102242,0.012520585,-0.4312538
-0.3094343,0.59867066,-0.076758265,-0.14275306,0.09979506,0.031159898,0.07574961,-0.009788527,-0.050146148,0.7073154
0.10111287,-0.004124153,0.4456893,0.081493415,-0.06463309,-0.57303137,-0.21634248,0.16561344,0.60637224,-0.10008771
-0.2785305,0.14012912,0.3870926,-0.039668728,-0.4117951,0.11840485,-0.2917898,0.030077139,0.15479349,0.6765859
0.07946123,-0.097493686,0.070033595,-0.07968356,-0.7134223,0.33083853,-0.16439472,0.50376827,0.21934113,-0.15994568
0.40231457,0.30765724,-0.17337209,-0.16972658,-0.28932542,-0.012265064,0.1260839,0.46003157,-0.024769746,-0.6104308
0.50518316,0.20623757,-0.12680103,0.20102027,-0.4760761,-0.3807577,-0.055125352,0.06076363,0.17742495,-0.48572913
-0.42778102,-0.35597777,0.042639885,0.17263605,0.1303993,0.11896974,-0.13121706,-0.5886918,0.019166466,0.51318705
-0.3979276,0.31978372,-0.26477355,-0.19077101,0.33095258,0.27919534,0.19929129,-0.22102605,-0.2970947,0.51824605
-0.35340697,0.37672597,0.034063973,-0.3919443,0.4857582,0.1318897,0.26735887,0.38376355,0.015033914,0.32567373
0.50199795,0.057450682,-0.26105085,0.3161416,-0.5272032,-0.29030263,-0.06768618,-0.1351407,0.06710759,-0.4324787
-0.38140267,0.21893986,-0.16314007,0.078027435,0.01757387,0.13918835,-0.017740317,-0.4376154,-0.13546576,0.73759013
-0.40201092,0.38847035,-0.047394074,-0.0753331,-0.06937698,0.21203075,0.0119503075,-0.06721695,-0.045491792,0.789339
0.21828909,-0.55707955,0.16246901,0.14873414,-0.45781243,0.016679574,-0.15830922,0.07398148,0.24910015,-0.5394792
-0.45652813,-0.3510004,0.2300265,0.06305793,0.06793532,0.16963217,-0.19042204,-0.51290697,-0.024354745,0.5274228
-0.37901065,-0.27274042,0.16638945,0.025899287,0.6923931,-0.25642058,0.076925345,-0.38139173,0.11651331,0.20855503
-0.09557806,-0.2214919,-0.41553205,-0.0007452044,0.3060043,0.31962964,0.20944645,-0.4576513,-0.549325,-0.13515344
-0.47755286,-0.08028591,-0.060548324,0.02795236,-0.089804895,0.4072484,-0.06902647,-0.3433384,-0.09758228,0.6745113
-0.41352347,0.10124057,0.23100714,-0.39041722,0.14639483,0.4005717,0.07375689,0.46616435,0.16590574,0.42520064
-0.20889385,-0.52992845,0.16280317,0.1783882,0.5176254,-0.27706063,0.012220334,-0.5142478,0.071298145,-0.053194925
0.114514425,-0.15509428,0.38621095,0.24352965,-0.013252163,-0.6667104,-0.2101738,-0.1382727,0.47790325,-0.1341802
0.07099905,-0.15878065,0.5103079,0.13249993,0.011091518,-0.59300846,-0.2297248,0.045791578,0.50348234,-0.17784967
-0.0320599,-0.13022499,0.53682244,0.08697444,0.20443512,-0.619643,-0.1991713,0.009092596,0.46286434,-0.08077424
0.0029025213,-0.41184372,-0.40107968,0.12338904,0.20440008,0.22502752,0.1438835,-0.51814765,-0.47312096,-0.22101346
-0.016118577,-0.14251783,0.4622947,0.17775439,0.06249688,-0.59963155,-0.230945,-0.062802,0.55848294,0.038328804
0.42233643,-0.30662003,-0.1449981,0.3143864,-0.49081132,-0.17424998,-0.08522214,-0.13240092,0.08874206,-0.55120426
-0.51070315,0.24842054,0.040915117,-0.12853345,0.353783,0.060242433,0.09465749,-0.073055714,0.08811292,0.71303713
-0.51193154,0.15762971,0.24523458,-0.20368253,0.21921454,0.1282043,-0.0061550206,0.13312164,0.23317875,0.6890786
0.10608284,0.028212402,0.42955315,0.025303641,0.11559872,-0.6193999,-0.1247365,0.2401982,0.5257342,-0.2369056
-0.5099662,-0.07211559,0.054622237,-0.18771702,-0.054200083,0.57546353,0.0065037734,0.09076411,0.045765724,0.5933311
-0.31199363,0.36829674,-0.025118897,-0.11304991,-0.31057534,0.30613247,-0.06336032,0.10268977,-0.034179445,0.7400705
-0.0729883,-0.32003212,-0.3142601,0.037231483,0.5117468,0.08421277,0.24238276,-0.47033742,-0.4351754,-0.23191716
-0.45199734,0.34053683,-0.07219848,-0.28501958,0.25902405,0.30964738,0.19519745,0.22264373,0.0005316594,0.5853519
-0.46388316,-0.015158235,0.28406215,-0.29569742,0.08688148,0.37385014,-0.0039667273,0.360556,0.26066133,0.5207508
-0.40778184,0.2502282,0.1536236,-0.39124352,0.2414096,0.30073822,0.13095888,0.4384341,0.13578682,0.46679023
-0.37741917,0.3399117,0.03757091,-0.37765273,0.056566626,0.45576268,0.1356571,0.33513835,-0.091112904,0.49803615
-0.108613685,-0.5167092,-0.30416504,0.09109845,0.2578891,0.27722096,0.12578079,-0.5145516,-0.4076045,-0.17411412
0.4137322,-0.18364093,0.013660812,0.23141475,-0.48272154,-0.28754076,-0.110756546,0.049603645,0.2858407,-0.57378584
0.0573716,0.0004109692,0.38710985,-0.1683632,0.30680364,-0.44382265,0.007447549,0.44331074,0.43181196,-0.3799468
-0.33893004,0.3945896,0.010148951,-0.11505559,0.5502314,-0.23553628,0.122261256,-0.27750593,-0.052752562,0.5129449
0.010764286,0.17967835,0.17060511,0.3059591,0.0068415296,-0.63503957,-0.21222454,-0.41023073,0.34131947,0.33426517
-0.39196995,0.0758544,0.32167855,-0.3747429,0.3635296,0.16492687,0.09247104,0.4771853,0.2993126,0.33391175
0.52722263,0.12331284,-0.30780807,0.1536296,-0.42912203,-0.20705652,0.038190916,0.07177912,0.027491406,-0.5950611
0.09507926,-0.19068773,0.44066605,0.1872304,0.054911636,-0.6374204,-0.19204292,-0.03295196,0.47760448,-0.22352597
-0.49634686,-0.09866293,0.12288422,0.07729653,-0.0052397875,0.17062518,-0.1350291,-0.33081365,0.12227029,0.7423403
-0.4593636,0.36834323,-0.0043379157,-0.3072505,0.38344103,0.2169395,0.22092627,0.15995876,-0.08524982,0.53210354
0.3697799,0.26207498,-0.08233112,-0.16947258,-0.4500794,0.05263763,0.038935415,0.4971271,0.01645652,-0.55210114
0.36588052,-0.12619795,0.0049168556,0.22518632,-0.6986325,-0.12136676,-0.18366002,0.08931446,0.25144625,-0.43786052
0.40864503,-0.08270827,0.050002307,0.2444379,-0.58026445,-0.29106885,-0.16785738,0.05463296,0.3132521,-0.4617389
-0.4731024,0.17599171,0.26156217,-0.18748872,0.48422235,-0.1033693,0.07859885,0.10222362,0.2616662,0.5580153
0.08701882,-0.10050757,0.27832302,0.35718283,-0.3731483,-0.45690137,-0.3422336,-0.29536334,0.43664232,0.18510588
